"Name","Latitude","Longitude","Elevation","X","Y","Z"
"BADH00DEU","50.2280","8.6097","261.2582","4042499.4581","612072.2204","4879250.8400"
"CRAK00CZE","50.1024","13.7292","381.8814","3982251.3215","972921.3286","4870394.7727"
"TRO100NOR","69.6627","18.9396","138.0746","2102928.8112","721619.3480","5958196.1255"
"WTZS00DEU","49.1448","12.8786","663.3688","4075535.2743","931822.1818","4801608.8777"
"DENT00BEL","50.9337","3.3997","63.8694","4020711.7200","238850.8732","4928949.4207"
"MATE00ITA","40.6491","16.7045","535.6678","4641949.8142","1393045.1637","4133287.2808"
"PFA300AUT","47.5153","9.7847","1090.3128","4253561.3824","733544.8332","4681451.8241"
"ZIMM00CHE","46.8771","7.4653","956.3610","4331297.3480","567555.6390","4633133.7280"
"MET300FIN","60.2175","24.3945","79.1042","2892584.5062","1311799.2111","5512619.5572"
"TLSE00FRA","43.5607","1.4809","209.2061","4627852.8929","119640.7249","4372995.3337"
"POPI00ITA","43.3660","13.6739","178.9468","4512624.1705","1097885.4961","4357273.6204"
"KUU200FIN","65.9102","29.0336","379.0661","2282712.2983","1267076.4207","5800214.5687"
"IGEO00MDA","47.0304","28.8435","105.8668","3814975.6306","2101074.9448","4644143.7803"
"FRNE00ITA","41.6449","13.3009","230.0610","4645426.7283","1098211.6068","4216360.9490"
"PENC00HUN","47.7896","19.2815","291.7517","4052449.8080","1417680.8944","4701406.9055"
"VLN100IRL","51.9396","-10.2417","76.8255","3877520.0288","-700588.9915","4998722.4050"
"IGNF00FRA","48.8456","2.4243","124.2011","4201694.1440","177888.8370","4779371.7670"
"AUBG00DEU","48.4213","10.9213","508.6793","4164313.0000","803525.9000","4748474.9000"
"VARS00NOR","70.3364","31.0312","174.8752","1844607.6522","1109719.1069","5983936.0369"
"AJAC00FRA","41.9275","8.7626","98.7783","4696989.6880","723994.1970","4239678.3040"
"MAR700SWE","60.5951","17.2584","74.2738","2998198.7594","931449.7113","5533392.6403"
"GWWL00POL","52.7380","15.2052","127.1371","3734526.1661","1015012.7925","5053042.5377"
"POZE00HRV","45.3328","17.6755","212.5163","4279473.1436","1363734.6753","4513577.8245"
"REDU00BEL","50.0015","5.1449","370.3036","4091423.7190","368380.6530","4863179.9940"
"BACA00ROU","46.5621","26.9122","219.2014","3917525.3649","1988523.8684","4608585.4595"
"TOR100ESP","40.4727","-3.4524","660.8555","4850487.9705","-292625.3733","4118482.2575"
"IJMU00NLD","52.4620","4.5561","54.0559","3882053.2677","309346.2085","5034330.2213"
"IGMI00ITA","43.7956","11.2138","95.0768","4523251.5300","896759.7653","4391796.1289"
"WUTH00NOR","77.0025","15.5386","52.0557","1386490.4229","385514.2262","6192886.9267"
"KIV200FIN","62.8199","25.7019","216.8714","2632282.0930","1266940.8820","5651029.7359"
"HAS600SWE","56.0922","13.7180","114.4185","3464660.8322","845747.1543","5270269.1557"
"BUTE00HUN","47.4809","19.0565","180.8190","4081882.3774","1410011.1420","4678199.3910"
"DYNG00GRC","38.0786","23.9324","508.5617","4595218.5637","2039433.4368","3912624.7622"
"KRA100POL","50.0661","19.9205","267.5522","3856937.5695","1397749.6854","4867719.1135"
"JON600SWE","57.7454","14.0597","260.4553","3309994.3625","828938.4344","5370879.8573"
"WTZZ00DEU","49.1442","12.8789","665.9062","4075578.4000","931852.7500","4801569.9800"
"TIT200DEU","51.0352","6.4316","156.1075","3993787.1000","450204.2000","4936131.8000"
"MELI00ESP","35.2812","-2.9517","88.8202","5205628.3680","-268411.2590","3663428.1350"
"CIMO00ITA","44.1935","10.7009","2205.0236","4502412.0767","850811.5129","4425070.3523"
"VFCH00FRA","47.2942","1.7197","153.2450","4331862.6370","130055.2080","4664121.6110"
"UCAG00ITA","39.2280","9.1101","134.8115","4885053.1270","783344.9145","4012044.1077"
"SUL500DNK","56.8417","9.7421","119.7698","3446402.8214","591713.3325","5316376.7358"
"NABG00NOR","78.9431","11.8573","42.7707","1201009.7380","252157.9110","6238021.9040"
"DUTH00GRC","41.1402","24.9168","109.2290","4362689.8809","2026647.9686","4174234.2239"
"SCIL00GBR","49.9146","-6.2958","85.3408","4090376.3173","-451278.1229","4856739.7675"
"ADAR00GBR","52.7892","-4.7413","148.3947","3852249.6709","-319510.9644","5056510.2833"
"BAIA00ROU","47.6518","23.5577","270.8493","3945840.1081","1720428.0430","4691082.4999"
"CPAR00CZE","50.0395","15.7832","283.2794","3949919.0831","1116467.0453","4865832.5410"
"SUR400EST","59.4636","24.3803","84.3677","2959057.2421","1341058.4968","5470426.8037"
"SULP00UKR","49.8356","24.0145","370.5313","3765297.3380","1677558.9900","4851297.2120"
"NYA100NOR","78.9296","11.8653","84.1511","1202434.1303","252632.2212","6237772.4351"
"SWKI00POL","54.0986","22.9282","215.9410","3452304.8576","1460314.5926","5143362.4020"
"GJML00SRB","44.0246","20.4601","389.5928","4304059.8674","1605810.7076","4410324.2959"
"DLF100NLD","51.9860","4.3875","75.8351","3924698.1158","301124.8036","5001904.9952"
"HOFJ00DEU","50.3129","11.8759","614.9218","3994171.0000","839949.0000","4885561.6000"
"SBG200AUT","47.8034","13.1104","1323.3898","4180931.2333","973735.2043","4703203.2859"
"BPDL00POL","52.0353","23.1273","196.3633","3615990.1509","1544390.8494","5005373.5092"
"PRAT00ITA","43.8856","11.0991","119.9693","4518264.4081","886376.4353","4399019.1405"
"BOGI00POL","52.4750","21.0352","139.9298","3633815.7000","1397453.9000","5035280.8000"
"ALAC00ESP","38.3389","-0.4812","60.3383","5009051.3860","-42072.4860","3935057.4820"
"GRAZ00AUT","47.0671","15.4935","538.2965","4194424.1240","1162702.4605","4647245.1930"
"ZARA00ESP","41.6334","-0.8822","296.1008","4773803.5370","-73506.5370","4215453.6780"
"TORI00ITA","45.0634","7.6613","310.7573","4472544.6220","601634.0915","4492544.9786"
"TER200UKR","49.5645","25.6102","393.6503","3737870.3212","1791703.8119","4831815.6570"
"OSLS00NOR","59.7366","10.3678","221.4837","3169982.1455","579956.5934","5485936.4657"
"BOR100POL","52.2770","17.0735","124.4135","3738358.5958","1148173.5785","5021815.7483"
"UME600SWE","63.5781","19.5095","55.1218","2682409.9783","950391.3823","5688993.5808"
"DGOR00MNE","42.4175","19.2034","94.9879","4453507.1598","1551168.2313","4280016.1698"
"PALB00ITA","41.1419","16.7837","63.6128","4605371.7731","1389015.2990","4174349.5825"
"KLOP00DEU","50.2198","8.7299","222.4472","4041875.7330","620655.0630","4878636.6120"
"PLND00SRB","45.2296","21.1212","132.4641","4197325.5491","1621400.1386","4505445.4422"
"DELF00NLD","51.9861","4.3876","74.3673","3924687.7039","301132.7618","5001910.7712"
"SVE600SWE","62.0174","14.7001","491.0682","2902498.2771","761460.3998","5609857.2866"
"SULD00DNK","56.8418","9.7422","120.7063","3446394.5023","591712.9312","5316383.2556"
"SNEO00GBR","52.1854","-0.1125","120.0261","3918752.9869","-7694.3350","5015570.0772"
"NPAZ00SRB","43.1396","20.5193","549.5468","4365991.2551","1634053.0380","4339210.4939"
"JOEN00FIN","62.3912","30.0962","113.6883","2564139.4231","1486149.5986","5628951.2631"
"BRTS00BLR","52.0876","23.7134","196.8690","3595800.9227","1579447.4732","5008953.7900"
"PSTV00BLR","55.1127","26.8390","176.6748","3262537.7094","1650818.2747","5208712.8748"
"ARA200SVN","46.4946","15.5088","1292.0837","4239308.7553","1176363.8590","4604205.1622"
"IRBE00LVA","57.5544","21.8520","45.8346","3183614.9330","1276707.5630","5359315.0420"
"TOIL00EST","59.4220","27.5366","76.7133","2884257.5739","1503793.8862","5468067.7833"
"MARS00FRA","43.2788","5.3538","61.7977","4630532.9950","433946.0470","4350142.4780"
"ARGI00FRO","61.9974","-6.7835","110.2238","2981490.0722","-354651.8089","5608474.7852"
"WTZR00DEU","49.1442","12.8789","666.0927","4075580.8863","931853.5784","4801567.9707"
"CUGA00ITA","40.6101","8.4500","182.6436","4796387.4351","712545.2598","4129766.2905"
"BME100HUN","47.4790","19.0577","178.9903","4082000.5621","1410144.9221","4678054.4231"
"TUC200GRC","35.5332","24.0706","160.8706","4744543.7806","2119411.9664","3686258.7452"
"LEIJ00DEU","51.3540","12.3741","178.4363","3898736.2000","855345.5000","4958372.6000"
"DUB200HRV","42.6502","18.1103","457.9470","4465932.8401","1460581.6613","4299308.5788"
"LAMA00POL","53.8924","20.6699","187.0592","3524523.2670","1329693.4580","5129846.1890"
"GRAS00FRA","43.7547","6.9206","1319.7193","4581690.7247","556115.4106","4389361.4837"
"CASC00PRT","38.6934","-9.4185","76.0492","4917537.1414","-815726.4839","3965857.1207"
"NOR700SWE","58.5901","16.2464","40.5090","3199101.5637","932233.0138","5420316.8674"
"MNKW00BLR","53.9161","27.5659","257.6125","3337518.3177","1742285.6146","5131459.2122"
"DOUR00BEL","50.0949","4.5949","282.6882","4086778.4058","328451.7478","4869782.4126"
"KUNZ00CZE","49.1073","15.2009","702.5197","4037498.1026","1097034.0308","4798909.1122"
"MAR600SWE","60.5951","17.2585","75.3834","2998189.7101","931451.5870","5533398.4707"
"GOP600CZE","49.9137","14.7856","592.5914","3979319.6273","1050311.9142","4857064.3557"
"VIR200FIN","60.5388","27.5549","36.9308","2788251.6493","1454871.0999","5530279.0061"
"ZECK00RUS","43.7884","41.5651","1165.2999","3451173.0999","3060334.3363","4391956.2351"
"DILL00DEU","49.3716","6.6997","227.6182","4132892.2000","485479.5000","4817740.6000"
"ISTA00TUR","41.1044","29.0193","147.3202","4208830.7260","2334850.0235","4171267.0890"
"ASIR00ITA","41.8547","12.6180","112.0987","4642952.5900","1039357.3119","4233673.6465"
"COMO00ITA","45.8022","9.0956","292.2993","4398306.5511","704149.6107","4550154.4542"
"RVNE00UKR","50.6051","26.2616","260.9538","3637571.7437","1794769.5287","4905979.0765"
"VAIN00LVA","56.4180","21.8367","184.2663","3282527.0140","1315357.7570","5290482.4670"
"LROC00FRA","46.1589","-1.2193","57.8588","4424632.7890","-94175.4820","4577543.8510"
"VIGO00ESP","42.1840","-8.8131","87.7683","4677481.0580","-725205.0810","4260827.1670"
"SVLL00ITA","39.3143","16.7512","1206.9202","4732504.7162","1424432.3118","4020139.3864"
"LODZ00POL","51.7787","19.4595","259.4182","3728601.8776","1317402.2599","4987811.1403"
"MAT100ITA","40.6491","16.7045","534.5363","4641951.7049","1393053.3980","4133280.6780"
"ROVE00ITA","45.8935","11.0421","261.6933","4364680.8569","851736.5953","4557204.7035"
"NICO00CYP","35.1410","33.3964","190.1096","4359416.1634","2874116.7593","3650777.6844"
"METG00FIN","60.2420","24.3842","57.6489","2890651.5843","1310295.1304","5513957.1076"
"ZZON00HUN","46.8914","16.8320","252.8973","4179601.2654","1264444.9922","4633710.1672"
"SMLA00UKR","49.2016","31.8663","183.0709","3546267.6888","2204463.9616","4805379.1936"
"ALKS00LVA","57.4397","27.0352","221.0017","3064941.7730","1564041.4360","5352595.1890"
"VIRG00ITA","43.6308","10.5013","50.7498","4546465.0023","842745.8418","4378528.1791"
"GRAC00FRA","43.7545","6.9208","1319.8657","4581708.5960","556132.3730","4389341.0310"
"VLFR00ITA","45.3902","10.8672","111.7849","4406434.9493","845930.3388","4517989.0063"
"VIL600SWE","64.6978","16.5599","450.4037","2620263.7410","779138.3187","5743797.5363"
"NYAL00NOR","78.9296","11.8651","78.4285","1202430.8186","252626.6390","6237767.4626"
"VTRB00ITA","42.4407","12.0583","350.3156","4610346.0003","984861.8233","4282089.0663"
"POLV00UKR","49.6026","34.5429","178.1272","3411557.3382","2348463.8352","4834396.6426"
"ZYWI00POL","49.6867","19.2060","412.7780","3904633.3059","1360191.8777","4840630.7774"
"OUL200FIN","65.0864","25.8925","82.4028","2423797.6167","1176542.7432","5761848.1355"
"SPT700SWE","57.7149","12.8915","221.1524","3328988.6610","761917.7752","5369031.4815"
"JOE200FIN","62.3911","30.0962","113.6871","2564142.7092","1486152.4374","5628949.0303"
"BOGE00POL","52.4752","21.0350","140.6183","3633802.1236","1397432.1363","5035297.3998"
"OROS00HUN","46.5552","20.6713","146.0304","4110947.2118","1551048.4312","4608009.8274"
"CFRM00CZE","49.6848","18.3532","373.5993","3924573.1728","1301971.0083","4840464.4916"
"ORID00MKD","41.1273","20.7940","772.9993","4498451.8100","1708266.8300","4173591.7800"
"BRST00FRA","48.3805","-4.4966","65.8027","4231162.7790","-332746.9230","4745130.6810"
"KLAD00SRB","44.6104","22.6129","101.0749","4198525.6823","1748784.5686","4456702.4124"
"BSCN00FRA","47.2469","5.9894","359.5447","4314139.5070","452626.0250","4660703.8020"
"RIGA00LVA","56.9486","24.0588","34.7271","3183899.3440","1421478.3780","5322810.7360"
"GAIA00PRT","41.1060","-8.5891","287.6409","4759095.6343","-718818.8833","4171491.1036"
"INVR00GBR","57.4862","-4.2193","66.1868","3427172.4104","-252834.3500","5355255.4939"
"CREU00ESP","42.3188","3.3156","133.3980","4715420.5430","273177.5110","4271946.4290"
"BIRG00ITA","37.9065","12.5060","54.3802","4919301.2096","1091125.1070","3897291.6585"
"MIKL00UKR","46.9728","31.9728","94.7110","3698554.6280","2308675.2670","4639770.4340"
"BYDG00POL","53.1346","17.9936","104.4317","3647217.1971","1184604.0861","5079624.9762"
"BUDD00DNK","55.7389","12.5000","87.9562","3513649.6317","778954.5380","5248201.7843"
"CANT00ESP","43.4720","-3.7981","99.2530","4625924.6640","-307096.7740","4365771.1420"
"LARM00GRC","39.6141","22.3879","151.3116","4549397.1706","1874003.1392","4045167.6109"
"TUBO00CZE","49.2059","16.5928","324.2782","4001470.5966","1192345.3073","4805795.3211"
"TERS00NLD","53.3627","5.2194","56.1056","3798580.8808","346993.8533","5094780.8151"
"MOPI00SVK","48.3727","17.2739","578.9795","4053738.1866","1260571.3770","4744940.6385"
"MUK200UKR","48.4458","22.7224","170.3919","3909874.5292","1637330.8972","4750029.0631"
"RAH100UKR","48.0548","24.2053","494.7138","3895974.4281","1751353.7958","4721320.5834"
"DARE00GBR","53.3448","-2.6405","88.4217","3811965.6105","-175800.0680","5093615.4804"
"GARI00ITA","44.6769","12.2494","47.3378","4439512.8033","963866.9969","4461921.9948"
"TAR000ESP","36.0086","-5.6027","50.0885","5140805.0359","-504304.4459","3728988.6978"
"TRMI00ITA","42.0046","14.9883","71.3439","4585221.6467","1227602.7971","4246030.1374"
"SODA00FIN","67.4209","26.3890","299.7441","2200147.0017","1091638.1970","5866870.6030"
"MDEU00ITA","40.8898","9.1626","566.9492","4767425.8621","768957.9883","4153547.7750"
"ISRN00ITA","41.6077","14.2662","577.1334","4629173.7463","1177057.9652","4213506.7551"
"PTBB00DEU","52.2962","10.4598","130.2638","3844059.7545","709661.5334","5023129.6933"
"BUDP00DNK","55.7390","12.5000","94.0267","3513638.5611","778956.1874","5248216.2482"
"FOYL00GBR","54.9838","-7.3367","68.9104","3638083.4868","-468414.8611","5200402.3255"
"DVCN00SVK","48.3072","18.6828","293.8419","4026497.4231","1361546.9680","4739882.1164"
"LESK00SRB","42.9976","21.9479","294.9585","4333721.6297","1746352.5829","4327504.7037"
"GALH00ITA","37.9396","14.0203","646.2112","4887007.3678","1220308.9001","3900558.1290"
"IZMI00TUR","38.3948","27.0818","74.9404","4456584.2859","2278765.5315","3939930.8737"
"METS00FIN","60.2175","24.3953","94.5797","2892571.1204","1311843.2621","5512633.9521"
"SUN600SWE","62.2325","17.6598","32.3188","2838911.3031","903817.0206","5620660.9185"
"SID000SRB","45.1287","19.2261","164.4140","4256180.8213","1484331.9671","4497564.7467"
"OLK200FIN","61.1910","21.5058","39.2754","2866981.6126","1129668.5907","5565665.4707"
"VLIS00NLD","51.4429","3.5973","54.4078","3975805.2237","249950.0832","4964446.0850"
"ARJ600SWE","66.3180","18.1250","489.6732","2441772.8338","799272.2140","5818730.2480"
"VIGN00ITA","42.0809","12.2111","305.5581","4633937.0755","1002830.2317","4252483.9165"
"PRIJ00SRB","43.3855","19.6425","514.4955","4372826.4641","1560748.5163","4359082.1029"
"KURE00EST","58.2556","22.5101","41.4870","3107617.7551","1287856.3298","5400807.1096"
"NOT100ITA","36.8758","14.9898","126.3453","4934546.4658","1321264.6920","3806455.9209"
"PPSH00NOR","77.0025","15.5384","52.6048","1386494.3301","385509.5481","6192886.9106"
"VIS600SWE","57.6539","18.3674","79.4512","3246466.5582","1077901.8309","5365279.6050"
"JOZ200POL","52.0978","21.0323","152.5288","3664880.9100","1409190.3850","5009618.2850"
"ALBA00ESP","38.9779","-1.8564","751.6397","4962848.1320","-160854.3940","3990884.1360"
"WROC00POL","51.1133","17.0620","180.8277","3835751.6257","1177249.7445","4941605.0540"
"GOML00BLR","52.4200","30.9668","174.0791","3342516.8603","2005751.2254","5031578.0325"
"ALME00ESP","36.8525","-2.4595","127.5049","5105220.2860","-219278.8340","3804386.8690"
"UNPG00ITA","43.1194","12.3557","352.0895","4555145.8071","997821.3435","4337434.3603"
"LAMP00ITA","35.4998","12.6057","57.8012","5073165.0016","1134512.2309","3683180.9269"
"BCLN00ESP","41.4054","2.0042","84.8048","4788065.1430","167551.1700","4196354.9920"
"CARG00ESP","37.5966","-0.9739","57.3272","5059185.5060","-85999.1700","3870099.2140"
"DLKS00LVA","55.8699","26.6175","122.7207","3206757.3390","1607049.5440","5256432.8950"
"ENTZ00FRA","48.5494","7.6399","204.2603","4192710.7230","562398.9610","4757685.7670"
"SAS200DEU","54.5110","13.6431","39.2091","3606364.5000","875343.0000","5170000.3000"
"SFER00ESP","36.4644","-6.2056","82.4311","5105515.7657","-555145.6601","3769804.8319"
"WARE00BEL","50.6899","5.2453","187.8657","4031947.4569","370150.8058","4911905.7665"
"CLIB00CZE","50.7717","15.0599","448.3596","3903195.5237","1050232.2558","4917869.6400"
"LINZ00AUT","48.3098","14.2831","335.0639","4118898.7968","1048597.2170","4740105.8276"
"TLL100IRL","53.2914","-6.3635","163.7869","3797283.4843","-423484.6814","5090128.4661"
"TRDS00NOR","63.3714","10.3192","317.6898","2820171.1097","513485.9012","5678935.7475"
"FINS00FIN","60.2291","19.9513","53.2389","2984444.9938","1083375.3134","5513242.7477"
"ANK200TUR","39.8428","32.7753","1296.0619","4124040.8447","2655252.2445","4065430.2317"
"VILL00ESP","40.4436","-3.9520","647.3654","4849833.7962","-335049.1807","4116014.8247"
"BORR00ESP","39.9052","-0.0832","72.9076","4899519.2985","-7115.8173","4069961.4079"
"WRLG00DEU","49.1450","12.8756","660.3647","4075567.4414","931599.7381","4801620.6600"
"CHIO00GBR","51.1490","-1.4383","128.2993","4007952.9623","-100634.2663","4944058.9468"
"KDA200SVN","46.0650","13.5608","858.0511","4310106.6242","1039607.4386","4570884.5817"
"VAA200FIN","62.9612","21.7706","58.2310","2699868.2882","1078261.2926","5658063.6189"
"GOET00DEU","51.5002","9.9506","214.8949","3918911.8000","687523.9000","4968545.6000"
"NOVP00BLR","55.5345","28.6457","169.0959","3174970.3234","1734340.1593","5235426.7787"
"LCRA00ITA","41.4264","15.4382","196.9786","4616719.4074","1274972.6682","4198179.7076"
"GANP00SVK","49.0347","20.3229","746.0419","3929181.8613","1455236.5105","4793653.7094"
"EUSK00DEU","50.6741","6.7635","245.2746","4022106.5000","477010.9000","4910840.5000"
"GELL00DEU","53.4503","14.3218","80.9310","3688287.2000","941628.1000","5100608.2000"
"CHIZ00FRA","46.1335","-0.4077","113.2036","4427603.4640","-31506.2970","4575621.5730"
"DIEP00DEU","52.5881","8.3422","81.6941","3842152.8000","563402.1000","5042888.6000"
"LERI00GBR","60.1383","-1.1837","132.0758","3183134.9556","-65772.7471","5508281.2332"
"AGRN00ITA","37.3033","13.5965","246.6621","4937499.2216","1194191.0577","3844370.7956"
"USAL00ITA","40.3349","18.1115","69.2047","4627542.1824","1513540.7111","4106448.0812"
"SOD300FIN","67.4208","26.3893","300.6870","2200149.7578","1091650.5585","5866868.3128"
"HOBU00DEU","53.0506","10.4763","152.2514","3778220.0990","698635.2250","5074054.0270"
"PZA200SVN","45.5908","15.2607","212.7403","4313418.2931","1176835.0751","4533685.7091"
"COST00ROU","44.1615","28.6575","46.1949","4021614.0400","2197896.0879","4421014.4850"
"AUTN00FRA","46.9538","4.2890","353.6041","4349466.2030","326196.0250","4638521.7510"
"BOGO00POL","52.4759","21.0353","149.6222","3633739.3000","1397433.9000","5035353.3000"
"RANT00DEU","54.8106","8.2908","47.1522","3645376.2000","531202.1000","5189297.1000"
"EBRE00ESP","40.8209","0.4924","107.7986","4833520.3640","41536.8300","4147461.2910"
"TRF200AUT","47.9280","15.8589","1092.4693","4119400.4262","1170248.4928","4712323.8053"
"WARN00DEU","54.1698","12.1014","50.7478","3658785.6000","784471.1000","5147870.7000"
"VLNS00LTU","54.6531","25.2987","240.8616","3343600.9781","1580417.5602","5179337.1310"
"BAUT00DEU","51.1923","14.5217","211.7864","3877545.5000","1004370.9000","4947148.1000"
"LOV600SWE","59.3379","17.8289","79.5594","3104211.1208","998381.5793","5463295.5801"
"MALA00ESP","36.7261","-4.3935","119.8361","5103282.4070","-392096.7910","3793146.8700"
"MERS00TUR","36.5664","34.2559","34.7282","4239146.6414","2886967.1245","3778874.4800"
"HUEL00ESP","37.2000","-6.9203","81.8482","5049613.1520","-612885.6650","3835143.8470"
"IBIZ00ESP","38.9112","1.4490","59.8632","4967979.6880","125662.8130","3984692.5380"
"AXPV00FRA","43.4912","5.3332","229.3806","4614667.1520","430786.2300","4367411.3020"
"SNIK00ITA","41.1081","16.8785","77.3279","4605443.5699","1397356.9820","4171525.3990"
"UBEN00ITA","41.1306","14.7774","207.7472","4652080.9748","1227172.0590","4173498.2531"
"LLIV00ESP","42.4781","1.9730","1467.7659","4709586.5060","162244.3440","4285914.0250"
"WTZA00DEU","49.1442","12.8789","666.7898","4075578.7929","931853.0512","4801570.7589"
"CASE00ESP","41.8829","2.9042","251.7881","4749772.7550","240959.5300","4236095.9110"
"ESCO00ESP","42.6936","0.9757","2508.4353","4696265.1790","79978.2250","4304244.7500"
"SVTL00RUS","60.5329","29.7809","78.5725","2730155.8582","1562364.8873","5529991.1411"
"LIL200FRA","50.6135","3.1360","96.1975","4049340.9290","221852.8360","4906448.7060"
"KATO00POL","50.2533","19.0356","332.8851","3862992.3713","1332822.6619","4881105.4364"
"HERT00GBR","50.8675","0.3344","83.3317","4033461.1717","23537.5675","4924318.0386"
"MADR00ESP","40.4292","-4.2497","829.4624","4849202.3940","-360328.9929","4114913.1862"
"VAE600SWE","58.6932","12.0351","169.8347","3249402.7500","692761.9444","5426399.9039"
"MOP200SVK","48.3727","17.2738","581.1122","4053742.9638","1260569.4369","4744939.9496"
"LEON00ESP","42.5884","-5.6510","970.2411","4680871.3750","-463168.4070","4294606.5510"
"EGLT00FRA","45.4034","2.0520","667.0204","4483373.8620","160636.3000","4519408.7340"
"CEU100ESP","35.8920","-5.3064","52.4495","5150907.9841","-478415.0945","3718518.2162"
"KIR800SWE","67.8775","21.0602","498.0007","2248127.3750","865685.4644","5886424.3055"
"SALA00ESP","40.9451","-5.4959","854.9681","4803054.7990","-462131.6280","4158378.6470"
"UZHL00UKR","48.6320","22.2976","232.0525","3907587.6652","1602428.5337","4763783.6858"
"SUBO00SRB","46.0995","19.6671","180.3303","4172027.2650","1491099.4423","4573052.0487"
"PRYL00UKR","50.5922","32.4004","172.5004","3425673.0432","2174035.4999","4904999.9490"
"SART00ITA","39.4901","9.2454","645.6355","4865365.0731","791977.6017","4034867.1782"
"KOS100NLD","52.1734","5.8182","104.7951","3899613.9607","397361.6230","5014738.6348"
"SCOA00FRA","43.3952","-1.6817","59.4433","4639940.8600","-136225.4840","4359551.9950"
"CEBR00ESP","40.4534","-4.3679","775.8077","4846664.9180","-370195.2000","4116929.5260"
"HERS00GBR","50.8673","0.3363","76.5206","4033470.2939","23672.7000","4924301.1926"
"VALA00ESP","41.7025","-4.7083","765.8844","4753521.6615","-391505.6358","4221500.5100"
"HELG00DEU","54.1745","7.8931","48.4281","3706067.0000","513804.1000","5148174.6000"
"GSR100SVN","46.0481","14.5437","351.6804","4292609.8207","1113638.9969","4569215.3885"
"GUIP00FRA","48.4446","-4.4118","154.6637","4226392.9520","-326080.5050","4749929.1470"
"LAGO00PRT","37.0989","-8.6684","62.7408","5035246.7052","-767657.3687","3826194.0615"
"MLHD00IRL","55.3722","-7.3392","78.6125","3602853.8339","-464041.2754","5225107.3153"
"KLNK00BLR","52.1282","29.3315","163.0050","3420778.7032","1922126.0584","5011700.5851"
"RIVO00ITA","45.9821","13.0483","95.9421","4325180.1394","1002384.7059","4563936.7515"
"KARL00DEU","49.0112","8.4113","182.9098","4146524.2000","613138.3000","4791517.3000"
"VITR00BLR","55.1876","30.2175","203.3128","3153681.0422","1836775.1877","5213501.7126"
"PORE00HRV","45.2260","13.5950","66.2204","4373762.0714","1057723.7168","4505121.2978"
"PINS00BLR","52.1106","26.0933","180.2640","3525285.1540","1726511.5717","5010515.0784"
"KIRU00SWE","67.8574","20.9684","390.9331","2251420.9320","862817.1400","5885476.6040"
"ACOR00ESP","43.3644","-8.3989","66.8838","4594489.8680","-678367.9920","4357065.8700"
"REDZ00POL","54.4724","17.1175","108.2660","3550066.9255","1093331.7908","5167561.9545"
"KNJA00SRB","43.5665","22.2553","291.0519","4284174.9403","1753166.2833","4373521.7249"
"MEDI00ITA","44.5200","11.6468","50.0100","4461400.9788","919593.3357","4449504.5479"
"BELL00ESP","41.5996","1.4011","853.4265","4775849.6260","116814.0930","4213018.7290"
"AQUI00ITA","42.3682","13.3502","712.9878","4592507.8040","1089876.0878","4276392.6781"
"VEN100ITA","45.4306","12.3541","60.4060","4379846.8268","959292.0000","4521100.1253"
"ZIM200CHE","46.8771","7.4650","956.4596","4331300.1600","567537.0810","4633133.5100"
"BBYS00SVK","48.7518","19.1510","487.4303","3980359.1415","1382291.8729","4772771.7558"
"MLVL00FRA","48.8411","2.5873","160.4628","4201577.2080","189859.8580","4779064.5580"
"ENZA00ITA","44.9073","9.7366","169.2988","4459806.8509","765260.4620","4480180.6576"
"SWAS00GBR","51.5656","-3.9818","89.9560","3963403.8030","-275880.9375","4972970.0066"
"SPRN00HUN","47.6836","16.5831","278.8867","4123048.2849","1227806.1475","4693474.0018"
"PYHA00FIN","64.4976","24.2376","26.1301","2510901.6402","1130426.3642","5733838.2503"
"DNMU00UKR","48.4551","35.0627","174.6331","3468976.7533","2434669.4410","4750720.1930"
"KIR000SWE","67.8776","21.0602","497.9812","2248123.5026","865686.5319","5886425.5976"
"ROM200FIN","64.2174","29.9318","242.8666","2410840.8135","1388075.8691","5720514.3774"
"ZADA00HRV","44.1132","15.2276","64.3194","4425737.1637","1204734.5084","4417173.4702"
"IENG00ITA","45.0151","7.6394","317.2384","4476536.9964","600431.5369","4488762.5914"
"BOLG00ITA","44.5002","11.3568","95.4310","4467537.7015","897308.7774","4447972.2804"
"EIJS00NLD","50.7582","5.6836","103.7953","4023086.5352","400394.8606","4916655.3317"
"TORN00FIN","66.0776","24.3320","70.4720","2363238.5834","1068632.1982","5807525.8179"
"SRJV00BIH","43.8679","18.4139","645.7875","4370293.2870","1454979.8890","4397965.1130"
"HKCL00HKG","","","","-2392741.5678","5397562.8257","2404757.6525"
"HKKS00HKG","","","","-2429526.5126","5377816.4150","2412152.5118"
"HKKT00HKG","","","","-2405144.5229","5385195.0292","2420032.3183"
"HKLM00HKG","","","","-2414046.5678","5391602.1293","2396878.6682"
"HKLT00HKG","","","","-2399063.3601","5389237.6222","2417326.8378"
"HKMW00HKG","","","","-2402484.7362","5395262.2140","2400726.7371"
"HKNP00HKG","","","","-2392360.8912","5400226.0470","2400094.2417"
"HKOH00HKG","","","","-2423817.5237","5386056.8707","2399883.1496"
"HKPC00HKG","","","","-2405183.6243","5392541.6003","2403645.5062"
"HKSC00HKG","","","","-2414267.5407","5386768.7600","2407459.8079"
